#geneid	family	symbol	taxid	contig	orient	start	end
55212	52067	BBS7	9606	NC_000004.10	+	122965084	123011091
55236	51848	UBE1L2	9606	NC_000004.10	+	68165122	68249452
55247	0	NEIL3	9606	NC_000004.10	+	178468021	178520993
55276	52168	PGM2	9606	NC_000004.10	+	37504736	37540952
55286	0	C4orf19	9606	NC_000004.10	+	37262249	37269828
55294	0	FBXW7	9606	NC_000004.10	+	153461859	153675621
55296	0	TBC1D19	9606	NC_000004.10	+	26194803	26365899
55300	0	PI4K2B	9606	NC_000004.10	+	24844772	24889807
55314	0	TMEM144	9606	NC_000004.10	+	159351125	159395888
55319	0	FLJ11184	9606	NC_000004.10	+	164635291	164661139
55325	0	C4orf20	9606	NC_000004.10	+	186558436	186584061
55330	0	CNO	9606	NC_000004.10	+	6768742	6770287
55345	0	C4orf21	9606	NC_000004.10	+	113730234	113777504
55351	0	STK32B	9606	NC_000004.10	+	5104427	5553625
55435	0	C4orf16	9606	NC_000004.10	+	113372429	113410654
55534	0	MAML3	9606	NC_000004.10	+	140856994	141294682
55584	49159	CHRNA9	9606	NC_000004.10	+	40032225	40051729
55589	0	BMP2K	9606	NC_000004.10	+	79916555	80052364
55601	52086	FLJ20035	9606	NC_000004.10	+	169374019	169476477
55602	0	CDKN2AIP	9606	NC_000004.10	+	184602782	184606042
55646	0	LYAR	9606	NC_000004.10	+	4320336	4342743
55714	50506	ODZ3	9606	NC_000004.10	+	183482130	183961170
55728	0	N4BP2	9606	NC_000004.10	+	39775241	39833422
55751	0	TMEM34	9606	NC_000004.10	+	148758045	148776119
55752	49921	11-Sep	9606	NC_000004.10	+	78089918	78178791
55763	52132	EXOC1	9606	NC_000004.10	+	56414572	56466000
55805	0	LRP2BP	9606	NC_000004.10	+	186522026	186537145
55858	0	TMEM165	9606	NC_000004.10	+	55957113	55987098
56034	50796	PDGFC	9606	NC_000004.10	+	157902213	158111995
56604	49760	TUBB4Q	9606	NC_000004.10	+	191140671	191143019
56606	49682	SLC2A9	9606	NC_000004.10	+	9436945	9650969
56884	52035	FSTL5	9606	NC_000004.10	+	162524498	163304635
56898	49958	BDH2	9606	NC_000004.10	+	104218230	104240472
56916	0	SMARCAD1	9606	NC_000004.10	+	95348216	95431465
56955	0	MEPE	9606	NC_000004.10	+	88973162	88986967
56977	0	STOX2	9606	NC_000004.10	+	185063502	185175868
56978	0	PRDM8	9606	NC_000004.10	+	81324462	81344506
57050	0	SAS10	9606	NC_000004.10	+	71773097	71775131
57117	0	INTS12	9606	NC_000004.10	+	106823232	106849277
57182	0	ANKRD50	9606	NC_000004.10	+	125804915	125851381
57205	51189	ATP10D	9606	NC_000004.10	+	47182166	47290259
57484	51591	RNF150	9606	NC_000004.10	+	142006174	142274065
57495	53420	KIAA1239	9606	NC_000004.10	+	36923084	37127481
57533	0	TBC1D14	9606	NC_000004.10	+	6962472	7085738
57537	51400	SORCS2	9606	NC_000004.10	+	7245372	7795463
57545	54342	KIAA1345	9606	NC_000004.10	+	15080597	15212277
57563	49455	KLHL8	9606	NC_000004.10	+	88301237	88360697
57575	50535	PCDH10	9606	NC_000004.10	+	134289919	134332181
57587	54399	KIAA1430	9606	NC_000004.10	+	186317812	186367651
57606	54353	SLAIN2	9606	NC_000004.10	+	47991380	48122985
57619	0	SHROOM3	9606	NC_000004.10	+	77575276	77919965
57620	0	STIM2	9606	NC_000004.10	+	26471408	26636100
57630	52929	SH3RF1	9606	NC_000004.10	+	170251981	170428823
57654	0	KIAA1530	9606	NC_000004.10	+	1331103	1371731
57721	0	KIAA1627	9606	NC_000004.10	+	119826021	119851537
57728	0	WDR19	9606	NC_000004.10	+	38860418	38963824
57732	0	ZFYVE28	9606	NC_000004.10	+	2241122	2390166
57733	51926	GBA3	9606	NC_000004.10	+	22303687	22430289
58478	0	ENOPH1	9606	NC_000004.10	+	83570786	83601263
58503	0	PROL1	9606	NC_000004.10	+	71298281	71310499
58505	51891	DC2	9606	NC_000004.10	+	109791189	109808428
59067	0	IL21	9606	NC_000004.10	+	123753233	123761661
59350	51417	RXFP1	9606	NC_000004.10	+	159662496	159792712
60312	52541	AFAP1	9606	NC_000004.10	+	7811340	7992485
60558	0	GUF1	9606	NC_000004.10	+	44375239	44395958
60559	0	SPCS3	9606	NC_000004.10	+	177478108	177487347
60592	0	SCOC	9606	NC_000004.10	+	141397889	141523153
60684	52490	FLJ12716	9606	NC_000004.10	+	184817439	184871738
63973	0	NEUROG2	9606	NC_000004.10	+	113654120	113656776
64116	51930	SLC39A8	9606	NC_000004.10	+	103401843	103485370
64151	0	NCAPG	9606	NC_000004.10	+	17421622	17455585
64399	0	HHIP	9606	NC_000004.10	+	145786622	145879330
64579	49446	NDST4	9606	NC_000004.10	+	115968367	116254480
64850	51117	AGXT2L1	9606	NC_000004.10	+	109882644	109903657
64854	52171	USP46	9606	NC_000004.10	+	53155956	53220196
65008	0	MRPL1	9606	NC_000004.10	+	79002924	79092962
65997	49454	RASL11B	9606	NC_000004.10	+	53423251	53427758
79071	50991	ELOVL6	9606	NC_000004.10	+	111189991	111339219
79155	0	TNIP2	9606	NC_000004.10	+	2713184	2727858
79273	0	OR7E94P	9606	NC_000004.10	+	80727931	80728260
79441	0	C4orf15	9606	NC_000004.10	+	2199893	2213657
79584	0	FLJ12684	9606	NC_000004.10	+	53304440	53312322
79625	0	C4orf31	9606	NC_000004.10	+	122176231	122213018
79633	0	FAT4	9606	NC_000004.10	+	126534540	126632372
79642	0	ARSJ	9606	NC_000004.10	+	115040887	115120525
79644	0	SRD5A2L	9606	NC_000004.10	+	55907165	55932234
79658	0	ARHGAP10	9606	NC_000004.10	+	148872902	149213376
79667	0	FLJ13197	9606	NC_000004.10	+	38290205	38303210
79682	0	MLF1IP	9606	NC_000004.10	+	185852229	185892279
79725	0	THAP9	9606	NC_000004.10	+	84040860	84060145
79730	0	NSUN7	9606	NC_000004.10	+	40446698	40506758
79799	49771	UGT2A3	9606	NC_000004.10	+	69828755	69852092
79804	52857	NBLA00301	9606	NC_000004.10	+	174688217	174697215
79807	0	GSTCD	9606	NC_000004.10	+	106849392	106986359
79884	0	MAP9	9606	NC_000004.10	+	156483259	156517571
79931	0	TNIP3	9606	NC_000004.10	+	122272016	122304925
79960	0	PHF17	9606	NC_000004.10	+	129950307	130012866
79963	0	ABCA11	9606	NC_000004.10	+	409223	457917
79966	0	SCD5	9606	NC_000004.10	+	83769715	83938948
79982	51804	DNAJB14	9606	NC_000004.10	+	101039575	101086774
80008	0	TMEM156	9606	NC_000004.10	+	38644816	38710435
80014	52100	WWC2	9606	NC_000004.10	+	184351761	184476896
80144	0	FRAS1	9606	NC_000004.10	+	79198157	79684445
80155	51336	NARG1	9606	NC_000004.10	+	140442125	140531384
80157	0	FLJ21511	9606	NC_000004.10	+	48683021	48758852
80167	0	C4orf29	9606	NC_000004.10	+	129105910	129171917
80216	0	ALPK1	9606	NC_000004.10	+	113518300	113582277
80273	52510	GRPEL1	9606	NC_000004.10	+	7112680	7120700
80306	0	MED28	9606	NC_000004.10	+	17225370	17235257
80319	0	CXXC4	9606	NC_000004.10	+	105612778	105631915
80333	49124	KCNIP4	9606	NC_000004.10	+	20339336	21155376
80817	0	KIAA1712	9606	NC_000004.10	+	175441434	175478056
80854	0	SETD7	9606	NC_000004.10	+	140646641	140697026
81419	0	OR7E99P	9606	NC_000004.10	+	4209106	4210130
81421	0	OR5M14P	9606	NC_000004.10	+	41419983	41420336
81579	51669	PLA2G12A	9606	NC_000004.10	+	110854138	110870659
81608	0	FIP1L1	9606	NC_000004.10	+	53938619	54020598
81793	51541	TLR10	9606	NC_000004.10	+	38450628	38460983
83447	49052	SLC25A31	9606	NC_000004.10	+	128871023	128914896
83452	49454	RAB33B	9606	NC_000004.10	+	140594410	140616519
83478	50546	ARHGAP24	9606	NC_000004.10	+	86615327	87142844
83888	0	FGFBP2	9606	NC_000004.10	+	15570963	15573925
83891	0	SNX25	9606	NC_000004.10	+	186368277	186522113
83894	0	TTC29	9606	NC_000004.10	+	147847633	148086438
84057	0	MND1	9606	NC_000004.10	+	154485250	154555692
84068	0	SLC10A7	9606	NC_000004.10	+	147395626	147662534
84076	49739	TKTL2	9606	NC_000004.10	+	164611701	164614439
84103	0	C4orf17	9606	NC_000004.10	+	100651222	100682482
84109	0	GPR103	9606	NC_000004.10	+	122469918	122521251
84142	0	CCDC98	9606	NC_000004.10	+	84601121	84625279
84162	0	KIAA1109	9606	NC_000004.10	+	123311207	123503363
84179	0	MFSD7	9606	NC_000004.10	+	665617	672972
84273	0	C4orf14	9606	NC_000004.10	+	57524272	57538582
84286	0	TMEM175	9606	NC_000004.10	+	916261	942443
84448	0	ABLIM2	9606	NC_000004.10	+	8017938	8211437
84525	0	HOP	9606	NC_000004.10	+	57208920	57242321
84570	52463	COL25A1	9606	NC_000004.10	+	109954420	110443247
84640	52000	USP38	9606	NC_000004.10	+	144325547	144362089
84708	0	LNX1	9606	NC_000004.10	+	54020224	54119123
84709	0	OSAP	9606	NC_000004.10	+	140406775	140420828
84779	54361	MGC10646	9606	NC_000004.10	+	80456831	80504445
84803	51673	MAG1	9606	NC_000004.10	+	84676676	84746049
84869	49958	CBR4	9606	NC_000004.10	+	170145315	170167996
84992	51184	PIGY	9606	NC_000004.10	+	89661175	89663946
85013	0	TMEM128	9606	NC_000004.10	+	4288169	4300834
85438	0	C4orf35	9606	NC_000004.10	+	71235259	71237421
85460	0	KIAA1729	9606	NC_000004.10	+	10050601	10068129
85462	0	KIAA1727	9606	NC_000004.10	+	154083584	154120287
90024	54372	FLJ20021	9606	NC_000004.10	+	102487404	102489066
90768	0	MGC45800	9606	NC_000004.10	+	183299796	183301556
90826	0	LOC90826	9606	NC_000004.10	+	148778982	148824729
90859	0	NT5C3P1	9606	NC_000004.10	+	118715486	118716728
91050	0	DKFZp761B107	9606	NC_000004.10	+	24437678	24590923
91351	52086	FLJ31033	9606	NC_000004.10	+	169514460	169638202
91431	0	LOC91431	9606	NC_000004.10	+	113679948	113728255
91746	53172	YTHDC1	9606	NC_000004.10	+	68858699	68898418
92070	0	MGC21675	9606	NC_000004.10	+	1234176	1236615
92305	0	TMEM129	9606	NC_000004.10	+	1687476	1692881
92345	0	LOC92345	9606	NC_000004.10	+	164269270	164307522
92597	50700	MOBKL1A	9606	NC_000004.10	+	71986927	72072754
92610	0	TIFA	9606	NC_000004.10	+	113416230	113426507
92689	53935	FAM114A1	9606	NC_000004.10	+	38545831	38621822
93587	0	RG9MTD2	9606	NC_000004.10	+	100686903	100703847
93621	0	MRFAP1	9606	NC_000004.10	+	6693345	6695349
93622	0	LOC93622	9606	NC_000004.10	+	6726623	6728674
93624	0	MGC21874	9606	NC_000004.10	+	7095953	7110581
93627	0	MGC16169	9606	NC_000004.10	+	107186685	107456833
94031	49548	HTRA3	9606	NC_000004.10	+	8322391	8359733
113510	0	HEL308	9606	NC_000004.10	+	84547526	84596019
113612	49207	CYP2U1	9606	NC_000004.10	+	109072165	109094061
114655	0	SNORD73B	9606	NC_000004.10	+	152242658	152242732
114905	49887	C1QTNF7	9606	NC_000004.10	+	14950709	15056364
114932	51785	MRFAP1L1	9606	NC_000004.10	+	6760328	6762504
115265	0	DDIT4L	9606	NC_000004.10	+	101326049	101330635
116449	0	MIST	9606	NC_000004.10	+	10100933	10295586
116966	52166	WDR17	9606	NC_000004.10	+	177224125	177340959
116984	0	CENTD1	9606	NC_000004.10	+	35744016	35922373
118425	0	GDEP	9606	NC_000004.10	+	80967562	81003418
118429	51143	ANTXR2	9606	NC_000004.10	+	81045748	81213276
132299	0	OCIAD2	9606	NC_000004.10	+	48582161	48603571
132320	0	SCLT1	9606	NC_000004.10	+	130024836	130234211
132321	0	C4orf33	9606	NC_000004.10	+	130234355	130253292
132332	0	TMEM155	9606	NC_000004.10	+	122899543	122904898
132386	0	LOC132386	9606	NC_000004.10	+	182680812	182681562
132391	0	KRT18P21	9606	NC_000004.10	+	117061311	117062582
132430	51383	LOC132430	9606	NC_000004.10	+	135336937	135342352
132556	0	LOC132556	9606	NC_000004.10	+	99880918	99881404
132612	0	Tenr	9606	NC_000004.10	+	123519617	123570388
132625	0	ZFP42	9606	NC_000004.10	+	189153918	189163192
132660	0	LIN54	9606	NC_000004.10	+	84065150	84151005
132671	0	SPATA18	9606	NC_000004.10	+	52612349	52658214
132707	53410	LOC132707	9606	NC_000004.10	+	111433275	111433574
132719	0	LOC132719	9606	NC_000004.10	+	113218089	113219004
132720	0	C4orf32	9606	NC_000004.10	+	113286126	113329677
132724	49959	TMPRSS11B	9606	NC_000004.10	+	68774965	68794003
132789	50976	GNPDA2	9606	NC_000004.10	+	44398924	44423368
132817	0	LOC132817	9606	NC_000004.10	+	127699225	127705380
132851	0	SPATA4	9606	NC_000004.10	+	177342718	177353815
132864	52282	CPEB2	9606	NC_000004.10	+	14614619	14680871
132884	0	EVC2	9606	NC_000004.10	+	5615050	5761194
132946	0	ARL9	9606	NC_000004.10	+	57066131	57084814
132949	0	AASDH	9606	NC_000004.10	+	56899212	56948394
132954	50988	PDCL2	9606	NC_000004.10	+	56117448	56153135
132989	0	C4orf36	9606	NC_000004.10	+	88016434	88032571
133015	0	C4orf28	9606	NC_000004.10	+	20311386	20339071
133022	50400	TRAM1L1	9606	NC_000004.10	+	118224157	118226179
133060	0	OTOP1	9606	NC_000004.10	+	4241430	4279521
133083	0	LOC133083	9606	NC_000004.10	+	93322645	93324224
133121	50581	ENPP6	9606	NC_000004.10	+	185246852	185376012
133150	0	SULT1D1P	9606	NC_000004.10	+	70692178	70714177
133185	0	LOC133185	9606	NC_000004.10	+	32916210	32916542
133308	52758	LOC133308	9606	NC_000004.10	+	104166794	104217378
133332	0	LOC133332	9606	NC_000004.10	+	164404851	164407174
140458	51056	ASB5	9606	NC_000004.10	+	177371821	177427268
150159	52758	NHEDC1	9606	NC_000004.10	+	104041533	104160324
152485	0	LOC152485	9606	NC_000004.10	+	146901339	147079031
152503	0	SH3D19	9606	NC_000004.10	+	152260885	152367021
152518	0	NFXL1	9606	NC_000004.10	+	47544013	47611389
152519	52603	NPAL1	9606	NC_000004.10	+	47713547	47733840
152559	0	PAQR3	9606	NC_000004.10	+	80058117	80079605
152573	52861	LOC152573	9606	NC_000004.10	+	42094612	42099260
152578	0	LOC152578	9606	NC_000004.10	+	53350923	53376381
152579	0	SCFD2	9606	NC_000004.10	+	53433905	53926998
152586	0	LOC152586	9606	NC_000004.10	+	141584036	141638935
152594	0	LOC152594	9606	NC_000004.10	+	139701293	139702992
152641	0	FLJ30277	9606	NC_000004.10	+	184255167	184257345
152663	54406	LOC152663	9606	NC_000004.10	+	189507548	189508171
152667	0	LOC152667	9606	NC_000004.10	+	154068031	154069407
152687	49788	ZNF595	9606	NC_000004.10	+	43226	78098
152709	0	ARL4P2	9606	NC_000004.10	+	40482663	40483809
152742	54344	LOC152742	9606	NC_000004.10	+	13722689	13751114
152756	0	FLJ31659	9606	NC_000004.10	+	166097549	166099722
152789	52692	JAKMIP1	9606	NC_000004.10	+	6106384	6253182
152815	0	THAP6	9606	NC_000004.10	+	76658706	76674257
152816	0	C4orf26	9606	NC_000004.10	+	76700281	76708950
152831	51925	KLB	9606	NC_000004.10	+	39084867	39126747
152845	0	LOC152845	9606	NC_000004.10	+	85384179	85385667
152877	0	FAM53A	9606	NC_000004.10	+	1612334	1655515
152905	0	LOC152905	9606	NC_000004.10	+	146515981	146518564
152926	0	PPM1K	9606	NC_000004.10	+	89402040	89424770
152940	0	FLJ25371	9606	NC_000004.10	+	160034141	160175782
152992	0	C4orf23	9606	NC_000004.10	+	8507042	8529180
153020	51714	RASGEF1B	9606	NC_000004.10	+	82567242	82612084
166378	0	SPATA5	9606	NC_000004.10	+	124063678	124455258
166379	0	BBS12	9606	NC_000004.10	+	123873306	123885547
166614	49918	DCLK2	9606	NC_000004.10	+	151219529	151398031
166647	51354	GPR125	9606	NC_000004.10	+	21998096	22126769
166655	49794	TRIM60	9606	NC_000004.10	+	166172600	166182345
166752	54386	FREM3	9606	NC_000004.10	+	144717904	144844384
166785	0	MMAA	9606	NC_000004.10	+	146779676	146796186
166793	0	ZNF509	9606	NC_000004.10	+	4342878	4374409
166815	51780	TIGD2	9606	NC_000004.10	+	90252990	90255061
166824	50552	RASSF6	9606	NC_000004.10	+	74657725	74705203
166863	0	MGC27016	9606	NC_000004.10	+	155921949	155969414
166929	51801	SGMS2	9606	NC_000004.10	+	109033878	109051557
170712	49176	COX7B2	9606	NC_000004.10	+	46431600	46541787
170825	0	GSH2	9606	NC_000004.10	+	54660954	54662878
170960	49788	ZNF721	9606	NC_000004.10	+	423776	482890
171024	52970	SYNPO2	9606	NC_000004.10	+	120029443	120201849
171559	0	HMGA1L2	9606	NC_000004.10	+	74182922	74184318
171560	0	AF357530	9606	NC_000004.10	+	78098741	78099540
201725	0	LOC201725	9606	NC_000004.10	+	159807278	159823151
201780	0	SLC10A4	9606	NC_000004.10	+	48180205	48185920
201798	51081	TIGD4	9606	NC_000004.10	+	153909955	153920326
201799	0	TMEM154	9606	NC_000004.10	+	153766720	153820640
201895	0	C4orf34	9606	NC_000004.10	+	39228929	39316875
201931	0	FLJ38482	9606	NC_000004.10	+	166219021	166349150
201965	0	RWDD4A	9606	NC_000004.10	+	184797785	184817300
201973	0	CCDC111	9606	NC_000004.10	+	185807895	185853105
201989	0	GK6P	9606	NC_000004.10	+	120533765	120535567
202018	0	TAPT1	9606	NC_000004.10	+	15772016	15837191
202020	0	FLJ39653	9606	NC_000004.10	+	15837383	15839382
205860	0	FLJ25801	9606	NC_000004.10	+	189249420	189263401
246175	51715	CNOT6L	9606	NC_000004.10	+	78866182	78959545
253017	51920	SRD5A2L2	9606	NC_000004.10	+	64826014	64957772
254251	0	LCORL	9606	NC_000004.10	+	17453940	17632476
255119	0	C4orf22	9606	NC_000004.10	+	81475897	82103927
255130	51748	LOC255130	9606	NC_000004.10	+	57740067	57766540
255324	0	EPGN	9606	NC_000004.10	+	75393067	75398170
255403	49788	ZNF718	9606	NC_000004.10	+	43249	146490
255520	51902	ELMOD2	9606	NC_000004.10	+	141664801	141691296
255743	0	NPNT	9606	NC_000004.10	+	107036053	107112276
256085	51749	hCG_1790950	9606	NC_000004.10	+	113834043	113834396
256309	0	CCDC110	9606	NC_000004.10	+	186603340	186629870
256471	0	MFSD8	9606	NC_000004.10	+	129061026	129106553
256880	0	LOC256880	9606	NC_000004.10	+	101090658	101092642
257236	0	CCDC96	9606	NC_000004.10	+	7093798	7095566
259282	0	FAM44A	9606	NC_000004.10	+	13179463	13238425
260422	0	LOC260422	9606	NC_000004.10	+	88053421	88055025
260436	0	C4orf7	9606	NC_000004.10	+	71126403	71135557
266812	0	NAP1L5	9606	NC_000004.10	+	89836089	89838002
267008	0	PGBD3P4	9606	NC_000004.10	+	43283093	43284936
282754	0	OR4D12P	9606	NC_000004.10	+	4179233	4180257
285412	0	LOC285412	9606	NC_000004.10	+	113596487	113598765
285415	0	MRPL42P1	9606	NC_000004.10	+	120335868	120336293
285423	51986	LOC285423	9606	NC_000004.10	+	150570533	150956429
285429	51789	WDR21B	9606	NC_000004.10	+	41678529	41683240
285440	49209	CYP4V2	9606	NC_000004.10	+	187349667	187371605
285442	0	LOC285442	9606	NC_000004.10	+	189896518	189899020
285453	0	LOC285453	9606	NC_000004.10	+	57321425	57322526
285456	0	FLJ37673	9606	NC_000004.10	+	109697184	109761519
285464	0	CRIPAK	9606	NC_000004.10	+	1377832	1379766
285484	53387	LOC285484	9606	NC_000004.10	+	6253074	6290944
285489	0	DOK7	9606	NC_000004.10	+	3434835	3466005
285492	0	FLJ35424	9606	NC_000004.10	+	3548393	3562509
285498	0	RNF212	9606	NC_000004.10	+	1055268	1097349
285500	0	LOC285500	9606	NC_000004.10	+	178603132	178835267
285501	51988	LOC285501	9606	NC_000004.10	+	178886904	179148900
285512	0	FAM13A1OS	9606	NC_000004.10	+	89849962	89870276
285513	0	GPRIN3	9606	NC_000004.10	+	90387286	90447966
285521	0	COX18	9606	NC_000004.10	+	74139278	74154335
285525	0	YIPF7	9606	NC_000004.10	+	44325452	44348414
285527	54351	FRYL	9606	NC_000004.10	+	48314377	48350690
285533	51656	RNF175	9606	NC_000004.10	+	154850761	154900836
285550	0	LOC285550	9606	NC_000004.10	+	15292449	15301167
285555	0	MGC46496	9606	NC_000004.10	+	98699057	99283413
285556	54370	LOC285556	9606	NC_000004.10	+	100776707	100795765
286828	52647	CSN1S2A	9606	NC_000004.10	+	70967691	70985578
326340	0	ZAR1	9606	NC_000004.10	+	48187065	48191180
338095	0	LOC338095	9606	NC_000004.10	+	160147689	160148478
338096	0	LOC338096	9606	NC_000004.10	+	37673476	37674280
338390	0	MRPS25P1	9606	NC_000004.10	+	81461717	81462236
339965	0	FLJ25770	9606	NC_000004.10	+	77453184	77547481
339966	0	LOC339966	9606	NC_000004.10	+	78252668	78274770
339967	49959	TMPRSS11A	9606	NC_000004.10	+	68458613	68511826
339970	51731	LOC339970	9606	NC_000004.10	+	68586726	68590832
339976	49794	TRIML1	9606	NC_000004.10	+	189297591	189305642
339977	0	LOC339977	9606	NC_000004.10	+	52554620	52581233
339983	0	NAT8L	9606	NC_000004.10	+	2031384	2037432
344967	0	LOC344967	9606	NC_000004.10	+	39720931	39737733
344978	0	LOC344978	9606	NC_000004.10	+	117684657	117740214
344988	49070	SAR1P3	9606	NC_000004.10	+	121482661	121483233
345016	0	LOC345016	9606	NC_000004.10	+	135462789	135469402
345041	0	LOC345041	9606	NC_000004.10	+	145986227	145988064
345051	52855	hCG_38984	9606	NC_000004.10	+	147357554	147371114
345062	49063	ESSPL	9606	NC_000004.10	+	152417774	152432054
345079	0	ANKRD56	9606	NC_000004.10	+	78035105	78038025
345193	0	FLJ44691	9606	NC_000004.10	+	110991934	111012918
345222	0	LOC345222	9606	NC_000004.10	+	3220564	3243262
345258	0	LOC345258	9606	NC_000004.10	+	83415077	83416779
345274	49676	SLC10A6	9606	NC_000004.10	+	87963864	87989291
345275	50626	HSD17B13	9606	NC_000004.10	+	88443964	88463061
347706	0	MRPS36P2	9606	NC_000004.10	+	188058886	188058988
348910	0	RAF1P1	9606	NC_000004.10	+	9865647	9867380
348926	0	LOC348926	9606	NC_000004.10	+	3994592	4008067
351773	0	MRPL51P1	9606	NC_000004.10	+	27033652	27033914
353322	0	ANKRD37	9606	NC_000004.10	+	186554833	186558383
353497	0	POLN	9606	NC_000004.10	+	2043442	2200755
359738	0	MRPL22P1	9606	NC_000004.10	+	56881569	56882256
359775	0	MRPS33P2	9606	NC_000004.10	+	37684799	37685120
359776	0	MRPS33P3	9606	NC_000004.10	+	116283586	116283907
359806	0	PCNAP1	9606	NC_000004.10	+	100300421	100302168
359822	0	UM9(5)	9606	NC_000004.10	+	21454061	21463908
360170	0	CYCSP14	9606	NC_000004.10	+	131163191	131163487
386617	52419	KCTD8	9606	NC_000004.10	+	43871029	44145580
389197	0	FLJ46481	9606	NC_000004.10	+	6009745	6041066
389199	0	LOC389199	9606	NC_000004.10	+	7991627	7992922
389203	54347	LOC389203	9606	NC_000004.10	+	25524625	25540610
389206	0	CCDC4	9606	NC_000004.10	+	41814650	41849450
389207	52862	LOC389207	9606	NC_000004.10	+	42590040	42727431
389208	49959	TMPRSS11F	9606	NC_000004.10	+	68601510	68678181
389217	0	LOC389217	9606	NC_000004.10	+	110693847	110696377
389223	0	LOC389223	9606	NC_000004.10	+	136186041	136187454
389230	52854	LOC389230	9606	NC_000004.10	+	146320783	146372947
389240	50150	LOC389240	9606	NC_000004.10	+	166083851	166084651
389246	0	LOC389246	9606	NC_000004.10	+	184641502	184642577
389249	0	LOC389249	9606	NC_000004.10	+	189128420	189129431
390288	0	OR7E84P	9606	NC_000004.10	+	9079849	9080875
391622	0	DUB4	9606	NC_000004.10	+	8978697	8979893
391630	0	OR7E83P	9606	NC_000004.10	+	9123669	9124633
391632	0	OR7E35P	9606	NC_000004.10	+	9365613	9366526
391634	0	HSP90AB2P	9606	NC_000004.10	+	12944135	12949023
391636	0	LOC391636	9606	NC_000004.10	+	13587887	13588925
391640	0	LOC391640	9606	NC_000004.10	+	24378729	24383139
391642	0	LOC391642	9606	NC_000004.10	+	27195866	27196870
391647	0	KRT18P25	9606	NC_000004.10	+	39698254	39699537
391648	0	LOC391648	9606	NC_000004.10	+	45111110	45180781
391655	0	LOC391655	9606	NC_000004.10	+	57270982	57271565
391656	51158	LOC391656	9606	NC_000004.10	+	62653926	62654361
391657	0	LOC391657	9606	NC_000004.10	+	64979221	64981549
391670	0	LOC391670	9606	NC_000004.10	+	79127803	79128990
391672	0	LOC391672	9606	NC_000004.10	+	83541751	83542774
391674	0	LOC391674	9606	NC_000004.10	+	84387355	84388382
391679	0	LOC391679	9606	NC_000004.10	+	106026715	106027560
391681	0	LOC391681	9606	NC_000004.10	+	109558309	109560367
391686	0	LOC391686	9606	NC_000004.10	+	112085713	112086403
391689	0	LOC391689	9606	NC_000004.10	+	114022334	114037671
391696	0	LOC391696	9606	NC_000004.10	+	125600662	125604453
391697	0	LOC391697	9606	NC_000004.10	+	130276530	130283259
391698	0	LOC391698	9606	NC_000004.10	+	131037928	131044767
391701	0	LOC391701	9606	NC_000004.10	+	138588690	138589104
391703	0	KRT18P51	9606	NC_000004.10	+	145689007	145713584
391706	0	LOC391706	9606	NC_000004.10	+	153691878	153692987
391707	0	LOC391707	9606	NC_000004.10	+	158345063	158345456
391710	0	LOC391710	9606	NC_000004.10	+	166078908	166080591
391711	0	LOC391711	9606	NC_000004.10	+	166088680	166094722
391712	0	TRIM61	9606	NC_000004.10	+	166095047	166118267
391713	0	LOC391713	9606	NC_000004.10	+	166146923	166152452
391714	49794	TRIM75	9606	NC_000004.10	+	166199749	166201155
391718	0	LOC391718	9606	NC_000004.10	+	176652758	176654149
391719	0	LOC391719	9606	NC_000004.10	+	179444842	179445432
391722	52858	LOC391722	9606	NC_000004.10	+	185457275	185475547
391723	0	HELT	9606	NC_000004.10	+	186177076	186178919
401114	0	FLJ35816	9606	NC_000004.10	+	1135159	1137488
401115	52859	LOC401115	9606	NC_000004.10	+	2013486	2015494
401123	0	FLJ45721	9606	NC_000004.10	+	26818224	26829123
401124	53395	FLJ16686	9606	NC_000004.10	+	35962096	36021840
401127	0	LOC401127	9606	NC_000004.10	+	39158377	39159779
401135	0	SYT14L	9606	NC_000004.10	+	68608906	68611609
401137	0	LOC401137	9606	NC_000004.10	+	71054543	71065240
401138	0	AMTN	9606	NC_000004.10	+	71418886	71433047
401145	0	MGC48628	9606	NC_000004.10	+	91375204	91922177
401147	0	FLJ43963	9606	NC_000004.10	+	106772039	106818542
401149	53294	FLJ14186	9606	NC_000004.10	+	120547527	120561068
401152	0	LOC401152	9606	NC_000004.10	+	120438232	120441237
401157	0	FLJ44477	9606	NC_000004.10	+	143986139	143988571
401164	0	LOC401164	9606	NC_000004.10	+	189558889	189760055
402164	0	LOC402164	9606	NC_000004.10	+	8969206	8970798
402175	50368	LOC402175	9606	NC_000004.10	+	43594991	43596124
402176	0	LOC402176	9606	NC_000004.10	+	54546409	54548201
402182	0	LOC402182	9606	NC_000004.10	+	106666971	106668002
402183	0	RAC1P5	9606	NC_000004.10	+	108344588	108345362
402184	0	LOC402184	9606	NC_000004.10	+	113257110	113257507
402191	0	LOC402191	9606	NC_000004.10	+	166688130	166691643
402192	0	LOC402192	9606	NC_000004.10	+	170990378	170991088
403315	0	FAM92A3	9606	NC_000004.10	+	184195375	184197428
404201	0	C4orf12	9606	NC_000004.10	+	86106561	86151453
439933	0	MGC42157	9606	NC_000004.10	+	35934534	35951959
439934	0	C4orf11	9606	NC_000004.10	+	83753289	83761613
439935	0	MGC24125	9606	NC_000004.10	+	185498908	185512117
