#Species A	Chromosome A	Start A	End A	Species B	Chromosome B	Start B	End B	Size	P value
Homo sapiens	14	22086287	22151097	Mus musculus	14	54840196	54888829	3	6.728E-15
Homo sapiens	14	22305571	23117849	Mus musculus	14	54980525	55735772	31	8.417E-169
Homo sapiens	14	23492804	24047311	Mus musculus	14	56097634	56563498	35	9.421E-188
Homo sapiens	14	51396800	51606295	Mus musculus	14	20570479	20796206	3	6.728E-15
Homo sapiens	14	51967059	52328133	Mus musculus	14	45754123	46008475	6	4.955E-34
Homo sapiens	14	53933423	54606665	Mus musculus	14	47380300	47931004	9	3.222E-52
Homo sapiens	14	54665574	54728149	Mus musculus	14	47993590	48038082	2	5.468E-8
Homo sapiens	14	54807832	54948329	Mus musculus	14	48092250	48188089	2	5.468E-8
Homo sapiens	14	56738954	56826544	Mus musculus	14	49631818	49707398	2	5.468E-8
Homo sapiens	14	56927024	57030323	Mus musculus	14	49792290	49865075	2	5.468E-8
Homo sapiens	14	30098128	30279396	Mus musculus	12	52449314	52551083	2	5.468E-8
Homo sapiens	14	30413516	30746440	Mus musculus	12	52694344	52930523	4	1.472E-21
Homo sapiens	14	30832103	30996431	Mus musculus	12	52976860	53107488	2	5.468E-8
Homo sapiens	14	33971896	34169140	Mus musculus	12	55746361	55896649	3	6.728E-15
Homo sapiens	14	34249401	34414604	Mus musculus	12	55961284	56086765	2	5.468E-8
Homo sapiens	14	34521982	34622340	Mus musculus	12	56181552	56318129	2	2.187E-7
Homo sapiens	14	34624455	34856431	Mus musculus	12	56382500	56519436	3	6.728E-15
Homo sapiens	14	35072999	35410919	Mus musculus	12	56700460	56970722	3	6.728E-15
Homo sapiens	14	36200877	36711306	Mus musculus	12	57792754	58298459	2	5.468E-8
Homo sapiens	14	37128947	37507549	Mus musculus	12	58641618	58723094	2	5.468E-8
Homo sapiens	14	37746955	37795325	Mus musculus	12	59312791	59369821	2	5.468E-8
Homo sapiens	14	38570874	38971371	Mus musculus	12	60059371	60320466	7	1.660E-40
Homo sapiens	14	44436257	44792146	Mus musculus	12	66018898	66273567	7	1.660E-40
Homo sapiens	14	49135165	49431484	Mus musculus	12	70269801	70474766	7	1.660E-40
Homo sapiens	14	49645100	49872026	Mus musculus	12	70678625	70844820	4	1.472E-21
Homo sapiens	14	49954999	50632529	Mus musculus	12	70904737	71448306	7	1.660E-40
Homo sapiens	14	57736586	58084592	Mus musculus	12	72038883	72344288	6	2.478E-34
Homo sapiens	14	58965493	59671280	Mus musculus	12	73170605	73681200	7	3.321E-40
Homo sapiens	14	59972428	60048282	Mus musculus	12	73982096	74045886	2	5.468E-8
Homo sapiens	14	60245999	60620199	Mus musculus	12	74200943	74453160	4	1.472E-21
Homo sapiens	14	60814159	61087443	Mus musculus	12	74646265	74879163	2	5.468E-8
Homo sapiens	14	61231992	61332898	Mus musculus	12	75002362	75085807	2	5.468E-8
Homo sapiens	14	61532294	61666105	Mus musculus	12	75098744	75396932	2	5.468E-8
Homo sapiens	14	62740898	63264526	Mus musculus	12	76409361	76836662	5	5.032E-28
Homo sapiens	14	63924821	64125849	Mus musculus	12	77356395	77540460	6	2.478E-34
Homo sapiens	14	64240946	64359619	Mus musculus	12	77634569	77811534	2	5.468E-8
Homo sapiens	14	64450893	64638980	Mus musculus	12	77866560	78063188	4	1.472E-21
Homo sapiens	14	66022842	68132367	Mus musculus	12	79298161	80609643	16	9.642E-92
Homo sapiens	14	68587395	68997021	Mus musculus	12	81437676	81784321	5	5.032E-28
Homo sapiens	14	69303582	69333759	Mus musculus	12	82046507	82069022	2	5.468E-8
Homo sapiens	14	69415896	69725540	Mus musculus	12	82127815	82434151	2	5.468E-8
Homo sapiens	14	69907901	69996375	Mus musculus	12	82459850	82669461	2	5.468E-8
Homo sapiens	14	70120059	70345641	Mus musculus	12	82674817	82882162	3	6.728E-15
Homo sapiens	14	72462838	72892230	Mus musculus	12	84867033	85183311	6	7.433E-34
Homo sapiens	14	73014949	73323649	Mus musculus	12	85310738	85534965	7	3.321E-40
Homo sapiens	14	73388424	73620949	Mus musculus	12	85626350	85791953	7	1.660E-40
Homo sapiens	14	73775928	73946200	Mus musculus	12	85910802	86039757	4	1.472E-21
Homo sapiens	14	74016397	74713102	Mus musculus	12	86097442	86715649	16	4.821E-92
Homo sapiens	14	74968590	75619842	Mus musculus	12	86940366	87503408	7	1.660E-40
Homo sapiens	14	76298285	76406392	Mus musculus	12	88019650	88104728	3	6.728E-15
Homo sapiens	14	76634331	77297250	Mus musculus	12	88288364	88813211	15	1.375E-86
Homo sapiens	14	80032577	80934680	Mus musculus	12	92236937	93024876	4	1.472E-21
Homo sapiens	14	87469113	87548164	Mus musculus	12	99440514	99514834	2	5.468E-8
Homo sapiens	14	87721008	88414087	Mus musculus	12	99672204	100221442	6	2.478E-34
Homo sapiens	14	89331669	89721952	Mus musculus	12	100955741	101300884	3	6.728E-15
Homo sapiens	14	89792647	89868032	Mus musculus	12	101348403	101397813	2	5.468E-8
Homo sapiens	14	90076686	91046397	Mus musculus	12	101539007	102321873	6	2.478E-34
Homo sapiens	14	91116871	91700296	Mus musculus	12	102642883	103243738	6	4.955E-34
Homo sapiens	14	91858674	92651980	Mus musculus	12	103367629	103943079	6	2.478E-34
Homo sapiens	14	92718295	92869138	Mus musculus	12	103980284	104116616	4	1.472E-21
Homo sapiens	14	92869318	93324580	Mus musculus	12	104187069	104480356	2	5.468E-8
Homo sapiens	14	93562477	93652786	Mus musculus	12	104626892	104678449	3	6.728E-15
Homo sapiens	14	93710402	93859441	Mus musculus	12	104770775	104895312	3	6.728E-15
Homo sapiens	14	93914451	94053934	Mus musculus	12	104966368	105282653	4	1.472E-21
Homo sapiens	14	94117564	94160150	Mus musculus	12	105339323	105652538	2	5.468E-8
Homo sapiens	14	94622319	94855955	Mus musculus	12	105925952	106103286	2	5.468E-8
Homo sapiens	14	94953699	95080808	Mus musculus	12	106168159	106279061	2	5.468E-8
Homo sapiens	14	95222516	95250213	Mus musculus	12	106385243	106460926	2	5.468E-8
Homo sapiens	14	95740950	96103178	Mus musculus	12	106801382	107087161	6	2.478E-34
Homo sapiens	14	98933857	99046872	Mus musculus	12	109344647	109441569	2	5.468E-8
Homo sapiens	14	99051336	99263390	Mus musculus	12	109512546	109600441	3	6.728E-15
Homo sapiens	14	99601500	99695712	Mus musculus	12	109792930	109940516	2	5.468E-8
Homo sapiens	14	99774855	100105884	Mus musculus	12	110031521	110306427	6	2.478E-34
Homo sapiens	14	101297975	101586888	Mus musculus	12	111685518	111905134	2	5.468E-8
Homo sapiens	14	101675965	102045881	Mus musculus	12	111976159	112217182	6	4.955E-34
Homo sapiens	14	102128986	102673529	Mus musculus	12	112277825	112693228	6	2.478E-34
Homo sapiens	14	102870246	103383680	Mus musculus	12	112776381	113110826	10	2.204E-58
Homo sapiens	14	103448380	103643325	Mus musculus	12	113199587	113365784	3	6.728E-15
Homo sapiens	14	104117101	104142142	Mus musculus	12	113727659	113749338	2	5.468E-8
Homo sapiens	14	104245173	104333125	Mus musculus	12	113826995	113912487	4	1.472E-21
Homo sapiens	14	104415282	104602799	Mus musculus	12	113960445	114099127	7	1.660E-40
Homo sapiens	14	104679121	105067584	Mus musculus	12	114146801	114427729	10	2.204E-58
Homo sapiens	14	105121536	105308787	Mus musculus	12	114494412	114599443	3	5.382E-14
Homo sapiens	14	105374817	105393367	Mus musculus	12	114647791	114660941	2	5.468E-8
Homo sapiens	14	105523714	105610560	Mus musculus	12	115707286	116293727	2	1.772E-4
Homo sapiens	14	105523714	105549584	Mus musculus	12	115170170	115203029	2	1.378E-4
Homo sapiens	14	105523714	105610560	Mus musculus	12	116357959	116746188	2	1.772E-4
Homo sapiens	14	105523714	105549584	Mus musculus	12	115414655	115434945	2	1.378E-4
Homo sapiens	14	105523714	105610560	Mus musculus	12	116980424	117238672	2	1.772E-4
Homo sapiens	14	105523714	105549584	Mus musculus	12	115272016	115298484	2	1.378E-4
Homo sapiens	14	105523714	105565622	Mus musculus	12	116831321	116886456	2	1.772E-4
Homo sapiens	14	105610122	105739078	Mus musculus	12	115134619	115286915	3	1.962E-10
Homo sapiens	14	105681356	105713042	Mus musculus	12	115629923	115751834	2	1.772E-4
Homo sapiens	14	105681356	105713042	Mus musculus	12	115391395	115415073	2	1.772E-4
Homo sapiens	14	105851556	106084442	Mus musculus	12	115134619	115307337	4	1.202E-15
Homo sapiens	14	106033974	106084442	Mus musculus	12	115717216	116229612	2	1.772E-4
Homo sapiens	14	106033974	106084442	Mus musculus	12	115391395	115506117	2	1.772E-4
Homo sapiens	14	106149416	106166606	Mus musculus	12	115170170	115203029	2	1.378E-4
Homo sapiens	14	106149416	106166606	Mus musculus	12	115414655	115434945	2	1.378E-4
Homo sapiens	14	106149416	106166606	Mus musculus	12	115272016	115298484	2	1.378E-4
Homo sapiens	14	106240967	106282436	Mus musculus	12	115717216	116262670	3	7.848E-10
Homo sapiens	14	106240967	106282436	Mus musculus	12	115134619	115170588	2	1.772E-4
Homo sapiens	14	106240967	106250307	Mus musculus	12	116403988	116532573	2	1.772E-4
Homo sapiens	14	106240967	106282436	Mus musculus	12	115391395	115506117	2	1.772E-4
Homo sapiens	14	106240967	106250307	Mus musculus	12	116805360	116886456	2	1.772E-4
Homo sapiens	14	106240967	106250307	Mus musculus	12	116980424	117003846	2	1.772E-4
Homo sapiens	14	106240967	106282436	Mus musculus	12	115298056	115307337	2	1.772E-4
Homo sapiens	1	67404757	67668711	Mus musculus	6	67217005	67441849	3	6.728E-15
Homo sapiens	1	67923332	68071730	Mus musculus	6	66846391	66987380	2	5.468E-8
Homo sapiens	9	33607801	33628519	Mus musculus	6	41138272	41177992	3	5.382E-14
Homo sapiens	22	15945849	16026177	Mus musculus	6	120413265	120481337	2	5.468E-8
Homo sapiens	22	16336135	16769601	Mus musculus	6	120616439	121031627	7	1.660E-40
Homo sapiens	22	16940705	17040158	Mus musculus	6	121133923	121220934	3	1.346E-14
Homo sapiens	7	7364031	7724763	Mus musculus	6	7947808	8209113	3	6.728E-15
Homo sapiens	7	7974948	8268710	Mus musculus	6	8209444	8728487	2	5.468E-8
Homo sapiens	7	10938143	11175767	Mus musculus	6	11850374	12031071	2	5.468E-8
Homo sapiens	7	12337036	12410056	Mus musculus	6	13108049	13174965	2	5.468E-8
Homo sapiens	7	23252841	23538181	Mus musculus	6	48986612	49214051	4	1.472E-21
Homo sapiens	7	23603523	23838843	Mus musculus	6	49269306	49419500	3	6.728E-15
Homo sapiens	7	24579526	24986285	Mus musculus	6	50060248	50406081	3	6.728E-15
Homo sapiens	7	25140841	25234630	Mus musculus	6	50523303	50604440	2	5.468E-8
Homo sapiens	7	26158385	26219501	Mus musculus	6	51382721	51433703	3	1.346E-14
Homo sapiens	7	27099141	27252717	Mus musculus	6	52105366	52268371	12	7.193E-70
Homo sapiens	7	27746263	28186962	Mus musculus	6	52663745	53018589	2	5.468E-8
Homo sapiens	7	29200646	29573436	Mus musculus	6	53990033	54280194	2	5.468E-8
Homo sapiens	7	29840866	30136621	Mus musculus	6	54395215	54593086	4	2.944E-21
Homo sapiens	7	30290448	30510977	Mus musculus	6	54766910	54942862	3	6.728E-15
Homo sapiens	7	30600706	30990114	Mus musculus	6	54988019	55338524	6	2.478E-34
Homo sapiens	7	31523503	32305466	Mus musculus	6	55787012	56312305	3	6.728E-15
Homo sapiens	7	32963577	33068934	Mus musculus	6	56782053	56873876	2	5.468E-8
Homo sapiens	7	92597304	92826273	Mus musculus	6	3322260	3553307	3	6.728E-15
Homo sapiens	7	93353243	93393760	Mus musculus	6	3912594	3958436	3	6.728E-15
Homo sapiens	7	93977120	94123414	Mus musculus	6	4551066	4697204	2	5.468E-8
Homo sapiens	7	94374885	94902320	Mus musculus	6	4853320	5248373	4	1.472E-21
Homo sapiens	7	94953149	95063861	Mus musculus	6	5333386	5446305	2	5.468E-8
Homo sapiens	7	95239802	95789341	Mus musculus	6	5675639	6167118	2	5.468E-8
Homo sapiens	7	96473226	96492079	Mus musculus	6	6813750	6832068	2	5.468E-8
Homo sapiens	7	112193032	112367168	Mus musculus	6	13530687	13627966	2	5.468E-8
Homo sapiens	7	115926532	115988466	Mus musculus	6	17231327	17291452	2	5.468E-8
Homo sapiens	7	116289799	116854779	Mus musculus	6	17587113	18059055	4	1.472E-21
Homo sapiens	7	116907253	117300797	Mus musculus	6	18120687	18464825	2	5.468E-8
Homo sapiens	7	117611322	117669977	Mus musculus	6	18798635	18829582	2	5.468E-8
Homo sapiens	7	119701923	120285413	Mus musculus	6	21166299	21802515	2	5.468E-8
Homo sapiens	7	120378053	120823658	Mus musculus	6	21899646	22306130	4	1.472E-21
Homo sapiens	7	121300395	121571504	Mus musculus	6	22825502	23082974	2	5.468E-8
Homo sapiens	7	121728684	122313627	Mus musculus	6	23195050	23789420	3	6.728E-15
Homo sapiens	7	123036348	123176352	Mus musculus	6	24478144	24614976	2	5.468E-8
Homo sapiens	7	123272456	123398695	Mus musculus	6	24698346	24841958	2	5.468E-8
Homo sapiens	7	124173352	124357273	Mus musculus	6	25616894	25759226	2	1.094E-7
Homo sapiens	7	127007919	127519894	Mus musculus	6	28366691	28838818	6	2.478E-34
Homo sapiens	7	127668567	127837542	Mus musculus	6	29010220	29162271	3	6.728E-15
Homo sapiens	7	128099583	128482434	Mus musculus	6	29231141	29559607	10	2.204E-58
Homo sapiens	7	128571946	128915473	Mus musculus	6	29644234	29909681	4	1.472E-21
Homo sapiens	7	129445363	130069400	Mus musculus	6	30316388	30909078	13	1.664E-75
Homo sapiens	7	130663175	130891908	Mus musculus	6	31348844	31513911	2	5.468E-8
Homo sapiens	7	133462645	133652343	Mus musculus	6	33979448	34126994	2	5.468E-8
Homo sapiens	7	134114711	134593784	Mus musculus	6	34548500	34889342	6	2.478E-34
Homo sapiens	7	134697090	135083987	Mus musculus	6	34973131	35276141	4	1.472E-21
Homo sapiens	7	136562637	137337386	Mus musculus	6	36665663	37392139	3	6.728E-15
Homo sapiens	7	137795619	138254704	Mus musculus	6	37820811	38146593	5	5.032E-28
Homo sapiens	7	138357666	138818997	Mus musculus	6	38241872	38587239	7	1.660E-40
Homo sapiens	7	138907915	139523210	Mus musculus	6	38647905	39156759	4	1.472E-21
Homo sapiens	7	139680023	140271033	Mus musculus	6	39284772	39675462	7	1.660E-40
Homo sapiens	7	140901712	141453015	Mus musculus	6	40275504	40614822	12	7.193E-70
Homo sapiens	7	141587089	141802859	Mus musculus	6	40828793	41085615	8	5.234E-45
Homo sapiens	7	141924413	142034952	Mus musculus	6	41063566	41177992	10	6.349E-56
Homo sapiens	7	142108085	142369625	Mus musculus	6	41221402	41654297	10	4.409E-58
Homo sapiens	7	142629252	142886011	Mus musculus	6	42165327	42385460	10	2.204E-58
Homo sapiens	7	143028667	143470967	Mus musculus	6	42573018	43117991	9	3.222E-52
Homo sapiens	7	143601459	144164079	Mus musculus	6	43229560	43616277	3	6.728E-15
Homo sapiens	7	148026866	148212347	Mus musculus	6	47404383	47545029	2	5.468E-8
Homo sapiens	7	148088984	148409232	Mus musculus	6	47746141	47780504	2	5.468E-8
Homo sapiens	7	148475751	148583619	Mus musculus	6	47785694	47882626	3	6.728E-15
Homo sapiens	7	148759394	148825727	Mus musculus	6	47974187	48036592	2	5.468E-8
Homo sapiens	7	149043081	149101228	Mus musculus	6	48345585	48395692	2	5.468E-8
Homo sapiens	7	149651313	149960406	Mus musculus	6	48504795	48674633	8	2.908E-46
Homo sapiens	7	150044631	150071669	Mus musculus	6	48689046	48720850	2	5.468E-8
Homo sapiens	7	150119323	150189312	Mus musculus	6	48783817	48941721	3	6.728E-15
Homo sapiens	4	89745968	90197346	Mus musculus	6	58781855	58974496	3	6.728E-15
Homo sapiens	4	95348217	95483050	Mus musculus	6	64992661	65094724	2	5.468E-8
Homo sapiens	4	122176232	122304926	Mus musculus	6	65540392	65656924	2	5.468E-8
Homo sapiens	2	68548246	68736498	Mus musculus	6	87528588	87622162	2	5.468E-8
Homo sapiens	2	68815472	68952153	Mus musculus	6	87379027	87483253	2	5.468E-8
Homo sapiens	2	69025871	69329804	Mus musculus	6	87083848	87329491	3	6.728E-15
Homo sapiens	2	69405907	69724353	Mus musculus	6	86799511	87042191	4	1.472E-21
Homo sapiens	2	69822770	70042901	Mus musculus	6	86578168	86743578	5	5.032E-28
Homo sapiens	2	70230523	70382705	Mus musculus	6	86315718	86420382	4	1.472E-21
Homo sapiens	2	70742773	70871283	Mus musculus	6	85967185	86069549	2	5.468E-8
Homo sapiens	2	70889290	70916414	Mus musculus	6	83594536	83627851	2	5.468E-8
Homo sapiens	2	70981228	71075509	Mus musculus	6	83661258	83725769	4	1.472E-21
Homo sapiens	2	71412397	71767398	Mus musculus	6	83864384	84161054	2	5.468E-8
Homo sapiens	2	72209875	72906662	Mus musculus	6	84521938	85019507	2	5.468E-8
Homo sapiens	2	72968032	73193654	Mus musculus	6	85083679	85324628	4	1.472E-21
Homo sapiens	2	73283327	73374118	Mus musculus	6	85373880	85551362	6	2.478E-34
Homo sapiens	2	73466394	73723045	Mus musculus	6	85537525	85865620	2	1.094E-7
Homo sapiens	2	73810509	73860730	Mus musculus	6	85865732	85911637	2	5.468E-8
Homo sapiens	2	73909594	74039596	Mus musculus	6	83430211	83522449	3	6.728E-15
Homo sapiens	2	74095563	74762693	Mus musculus	6	82861880	83329896	23	6.662E-129
Homo sapiens	2	75727417	75791830	Mus musculus	6	81873663	81915924	2	5.468E-8
Homo sapiens	2	79106334	79240387	Mus musculus	6	78320879	78418868	2	2.187E-7
Homo sapiens	2	79732191	80729415	Mus musculus	6	76832544	77795573	2	5.468E-8
Homo sapiens	2	85214245	85517661	Mus musculus	6	72463648	72738950	5	5.032E-28
Homo sapiens	2	85619799	85748823	Mus musculus	6	72253239	72389550	9	1.611E-52
Homo sapiens	2	85834528	85969668	Mus musculus	6	72047607	72185571	2	5.468E-8
Homo sapiens	2	86106962	86418288	Mus musculus	6	71706267	71929352	5	5.032E-28
Homo sapiens	2	86521954	86704489	Mus musculus	6	71443888	71582899	3	6.728E-15
Homo sapiens	2	86800925	86942549	Mus musculus	6	71272806	71390482	3	1.346E-14
Homo sapiens	2	88107838	88267260	Mus musculus	6	71078394	71271943	4	1.472E-21
Homo sapiens	2	88605284	88708209	Mus musculus	6	70794509	70868916	2	5.468E-8
Homo sapiens	2	88937989	88996309	Mus musculus	6	70468244	70676751	2	5.468E-8
Homo sapiens	10	42892523	43082373	Mus musculus	6	117961392	118147762	3	6.728E-15
Homo sapiens	10	43187096	43224620	Mus musculus	6	117856806	117887353	2	5.468E-8
Homo sapiens	10	44726770	44820779	Mus musculus	6	116574922	116666931	4	1.472E-21
Homo sapiens	10	45189635	45608418	Mus musculus	6	116158056	116411196	4	5.888E-21
Homo sapiens	3	2255513	3196390	Mus musculus	6	105627769	106750068	4	1.472E-21
Homo sapiens	3	4319999	4864081	Mus musculus	6	108015040	108501103	3	6.728E-15
Homo sapiens	3	5138930	5236642	Mus musculus	6	108733076	108809350	2	5.468E-8
Homo sapiens	3	8518507	8698757	Mus musculus	6	112223808	112338017	2	5.468E-8
Homo sapiens	3	8750253	8786300	Mus musculus	6	112409685	112439802	2	5.468E-8
Homo sapiens	3	8896561	9266311	Mus musculus	6	112569879	112897260	2	5.468E-8
Homo sapiens	3	9379736	9493143	Mus musculus	6	112996327	113103429	2	5.468E-8
Homo sapiens	3	9666144	10724716	Mus musculus	6	113187887	113992020	23	1.332E-128
Homo sapiens	3	10832917	11055927	Mus musculus	6	114081235	114267516	2	5.468E-8
Homo sapiens	3	11289083	11737037	Mus musculus	6	114593149	114871811	2	5.468E-8
Homo sapiens	3	12020862	12208532	Mus musculus	6	115085000	115232014	2	5.468E-8
Homo sapiens	3	12304070	12680678	Mus musculus	6	115372084	115626572	4	1.472E-21
Homo sapiens	3	12750415	12858081	Mus musculus	6	115679149	115758765	3	6.728E-15
Homo sapiens	3	13496824	13654922	Mus musculus	6	91106809	91222534	2	5.468E-8
Homo sapiens	3	14128584	14214858	Mus musculus	6	91414271	91472614	4	2.944E-21
Homo sapiens	3	14419110	14556840	Mus musculus	6	91634089	91732903	2	5.468E-8
Homo sapiens	3	14668257	15115659	Mus musculus	6	91828053	92164805	6	2.478E-34
Homo sapiens	3	66376317	66634041	Mus musculus	6	94450347	94650152	2	5.468E-8
Homo sapiens	3	68863608	69517914	Mus musculus	6	96793522	97567576	7	1.660E-40
Homo sapiens	3	71814570	71916902	Mus musculus	6	99575131	99676347	3	6.728E-15
Homo sapiens	3	72881122	73198980	Mus musculus	6	100523077	100818711	3	6.728E-15
Homo sapiens	3	127207890	127382719	Mus musculus	6	90500799	90596404	2	5.468E-8
Homo sapiens	3	127544191	127760448	Mus musculus	6	90251264	90425229	6	2.478E-34
Homo sapiens	3	127809028	128238918	Mus musculus	6	89268851	89625523	3	6.728E-15
Homo sapiens	3	128774620	129040709	Mus musculus	6	88674427	88862234	5	5.032E-28
Homo sapiens	3	129253902	129694718	Mus musculus	6	88148328	88468794	5	5.032E-28
Homo sapiens	3	130203195	130385460	Mus musculus	6	87680863	87801100	5	5.032E-28
Homo sapiens	3	130451143	130517435	Mus musculus	6	87837922	87931631	3	6.728E-15
Homo sapiens	3	130602855	131081999	Mus musculus	6	115767795	116143381	7	1.660E-40
Homo sapiens	12	46310	242263	Mus musculus	6	121250306	121423696	3	6.728E-15
Homo sapiens	12	259484	643016	Mus musculus	6	120043368	120394592	4	1.472E-21
Homo sapiens	12	732350	1475360	Mus musculus	6	119520822	119987797	3	6.728E-15
Homo sapiens	12	1545421	2677376	Mus musculus	6	118542322	119432902	7	1.660E-40
Homo sapiens	12	2774414	3020103	Mus musculus	6	128177161	128388649	8	1.454E-46
Homo sapiens	12	3470686	3732524	Mus musculus	6	127527993	127718765	3	6.728E-15
Homo sapiens	12	4253199	4666934	Mus musculus	6	126771995	127101046	9	1.611E-52
Homo sapiens	12	5542081	6104097	Mus musculus	6	125496792	125990144	2	5.468E-8
Homo sapiens	12	6289863	6370994	Mus musculus	6	125256594	125330811	4	1.472E-21
Homo sapiens	12	6424312	7255342	Mus musculus	6	124346834	125190559	37	1.574E-197
Homo sapiens	12	7693264	7761417	Mus musculus	6	122527810	122580289	3	2.691E-14
Homo sapiens	12	7755007	8141616	Mus musculus	6	122770529	122838952	3	6.728E-15
Homo sapiens	12	7833262	8174371	Mus musculus	6	122657507	122692537	2	3.281E-7
Homo sapiens	12	8557403	8584825	Mus musculus	6	123212135	123239889	2	5.468E-8
Homo sapiens	12	8646029	8826948	Mus musculus	6	122402698	122514197	3	1.346E-14
Homo sapiens	12	8958583	9054605	Mus musculus	6	122220621	122288669	3	1.346E-14
Homo sapiens	12	9575454	9651749	Mus musculus	6	128489840	128572843	2	2.187E-7
Homo sapiens	12	10015281	10266989	Mus musculus	6	129325805	129492349	8	1.454E-46
Homo sapiens	12	10351684	10497214	Mus musculus	6	129541800	129628954	3	6.728E-15
Homo sapiens	12	10632344	10767171	Mus musculus	6	129781172	131338468	3	6.728E-15
Homo sapiens	12	10845480	10870135	Mus musculus	6	131579910	131640081	2	5.468E-8
Homo sapiens	12	10952253	11230810	Mus musculus	6	132650108	133005811	4	1.766E-20
Homo sapiens	12	12115145	12311013	Mus musculus	6	134346347	134516931	2	5.468E-8
Homo sapiens	12	12373485	12874176	Mus musculus	6	134559228	134973789	8	1.454E-46
Homo sapiens	12	12934983	13147846	Mus musculus	6	135015704	135204354	5	5.032E-28
Homo sapiens	12	14409883	14740696	Mus musculus	6	136467372	136730286	3	6.728E-15
Homo sapiens	12	14847773	15026066	Mus musculus	6	136777364	136912003	7	1.660E-40
Homo sapiens	12	15366754	15833601	Mus musculus	6	137200986	137597806	2	5.468E-8
Homo sapiens	12	15926600	16081581	Mus musculus	6	137683599	137786412	2	5.468E-8
Homo sapiens	12	18305741	18783388	Mus musculus	6	139548001	139991299	3	6.728E-15
Homo sapiens	12	20413464	20797585	Mus musculus	6	141197790	141518241	2	5.468E-8
Homo sapiens	12	21311651	21702043	Mus musculus	6	141753961	142456441	8	1.454E-46
Homo sapiens	12	21809156	21985603	Mus musculus	6	142513459	142650794	2	5.468E-8
Homo sapiens	12	25096508	25295121	Mus musculus	6	145070300	145198751	4	1.472E-21
Homo sapiens	12	26003229	26169113	Mus musculus	6	145695268	145813860	2	5.468E-8
Homo sapiens	12	26949391	27073949	Mus musculus	6	146498156	146599122	4	1.472E-21
Homo sapiens	12	27288343	27847239	Mus musculus	6	146673530	147061300	8	1.454E-46
Homo sapiens	12	29267865	29425410	Mus musculus	6	147995781	148160896	2	5.468E-8
Homo sapiens	12	30673190	30798715	Mus musculus	6	148719206	148844759	2	5.468E-8
Homo sapiens	12	31324796	31635219	Mus musculus	6	148869579	149050202	2	5.468E-8
Homo sapiens	12	31703388	32053809	Mus musculus	6	149090038	149137234	2	5.468E-8
Homo sapiens	8	65655368	65873902	Mus musculus	3	17954402	18143338	2	5.468E-8
Homo sapiens	8	66677630	66916297	Mus musculus	3	19033441	19211001	3	6.728E-15
Homo sapiens	8	67096345	67253400	Mus musculus	3	19408626	19595329	3	6.728E-15
Homo sapiens	8	79740885	79880313	Mus musculus	3	7503426	7613760	2	5.468E-8
Homo sapiens	8	80993653	81155565	Mus musculus	3	8802156	9004515	2	5.468E-8
Homo sapiens	8	82515121	82606105	Mus musculus	3	10179851	10301183	4	1.472E-21
Homo sapiens	8	82732751	82916990	Mus musculus	3	10313949	10440090	5	5.032E-28
Homo sapiens	8	86206629	86383554	Mus musculus	3	14533788	14662391	4	1.472E-21
Homo sapiens	8	86537710	86580945	Mus musculus	3	14863512	14900769	2	5.468E-8
Homo sapiens	8	346808	484974	Mus musculus	8	13907803	13974690	2	5.468E-8
Homo sapiens	8	1436939	2080779	Mus musculus	8	14531018	15133541	5	5.032E-28
Homo sapiens	8	6251530	6488550	Mus musculus	8	18595173	18803186	2	5.468E-8
Homo sapiens	8	6553286	6680576	Mus musculus	8	18846537	18950975	2	5.468E-8
Homo sapiens	8	7327436	7429245	Mus musculus	8	23040285	23074775	4	5.652E-19
Homo sapiens	8	7327436	7334483	Mus musculus	8	19111937	19126540	2	8.749E-7
Homo sapiens	8	7706652	7723985	Mus musculus	8	23040285	23059322	3	2.153E-13
Homo sapiens	8	7716940	7791647	Mus musculus	8	19111937	19497775	4	4.710E-20
Homo sapiens	8	12914144	13416766	Mus musculus	8	37521211	37795780	2	5.468E-8
Homo sapiens	8	16894705	17315207	Mus musculus	8	41364542	41720110	6	2.478E-34
Homo sapiens	8	17398975	17702666	Mus musculus	8	41947721	42219080	3	6.728E-15
Homo sapiens	8	17766169	17986787	Mus musculus	8	42276791	42460003	3	6.728E-15
Homo sapiens	8	19215483	19584374	Mus musculus	8	70800642	71259034	2	5.468E-8
Homo sapiens	8	20046652	20205754	Mus musculus	8	71561607	71664852	3	6.728E-15
Homo sapiens	8	30040184	30160601	Mus musculus	8	35153477	35233897	4	1.472E-21
Homo sapiens	8	30361486	30826075	Mus musculus	8	34627796	35040313	6	2.478E-34
Homo sapiens	8	30972863	31150818	Mus musculus	8	34346172	34527939	2	5.468E-8
Homo sapiens	8	33347884	33577043	Mus musculus	8	32200134	32371955	5	5.032E-28
Homo sapiens	8	37672467	37943341	Mus musculus	8	28008257	28340060	8	1.454E-46
Homo sapiens	8	38082223	38445509	Mus musculus	8	26629244	26958166	9	1.611E-52
Homo sapiens	8	38734008	39261592	Mus musculus	8	25946618	26311921	6	2.478E-34
Homo sapiens	8	39890545	39993067	Mus musculus	8	25642927	25707481	2	5.468E-8
Homo sapiens	8	41467238	42028635	Mus musculus	8	23970007	24367546	6	2.478E-34
Homo sapiens	8	42129748	42184351	Mus musculus	8	23868226	23916099	2	5.468E-8
